title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,pipeline_stage_reached
Recent Progress in High‐efficiency Planar‐structure Perovskite Solar Cells,2019,10.1002/eem2.12042,https://openalex.org/W2956050805,57,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12042,https://doi.org/10.1002/eem2.12042,Energy & environment materials,search_only
Blade‐coating Perovskite Films with Diverse Compositions for Efficient Photovoltaics,2020,10.1002/eem2.12118,https://openalex.org/W3047984895,56,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12118,https://doi.org/10.1002/eem2.12118,Energy & environment materials,search_only
Printed flexible thermoelectric materials and devices,2021,10.1039/d1ta03647e,https://openalex.org/W3174139454,56,True,https://pubs.rsc.org/en/content/articlepdf/2021/ta/d1ta03647e,https://doi.org/10.1039/d1ta03647e,Journal of Materials Chemistry A,search_only
"Circular economy for perovskite solar cells – drivers, progress and challenges",2023,10.1039/d3ee00841j,https://openalex.org/W4385273140,56,True,https://pubs.rsc.org/en/content/articlepdf/2023/ee/d3ee00841j,https://doi.org/10.1039/d3ee00841j,Energy & Environmental Science,search_only
Solution-processed colloidal quantum dots for light emission,2022,10.1039/d2ma00375a,https://openalex.org/W4289690882,56,True,https://pubs.rsc.org/en/content/articlepdf/2022/ma/d2ma00375a,https://doi.org/10.1039/d2ma00375a,Materials Advances,search_only
Applications of MXenes in human-like sensors and actuators,2022,10.1007/s12274-022-5272-8,https://openalex.org/W4309821892,56,True,https://link.springer.com/content/pdf/10.1007/s12274-022-5272-8.pdf,https://doi.org/10.1007/s12274-022-5272-8,Nano Research,search_only
Applications of vacuum vapor deposition for perovskite solar cells: A progress review,2022,10.23919/ien.2022.0053,https://openalex.org/W4313598897,56,True,https://ieeexplore.ieee.org/ielx7/9732629/10007897/10007877.pdf,https://doi.org/10.23919/ien.2022.0053,iEnergy,search_only
Scalable Two‐Step Production of High‐Efficiency Perovskite Solar Cells and Modules,2022,10.1002/solr.202200571,https://openalex.org/W4302307215,56,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202200571,https://doi.org/10.1002/solr.202200571,Solar RRL,search_only
Optical<i>in situ</i>monitoring during the synthesis of halide perovskite solar cells reveals formation kinetics and evolution of optoelectronic properties,2020,10.1039/d0ta01237h,https://openalex.org/W3023014036,56,True,https://pubs.rsc.org/en/content/articlepdf/2020/ta/d0ta01237h,https://doi.org/10.1039/d0ta01237h,Journal of Materials Chemistry A,search_only
2022 roadmap on 3D printing for energy,2022,10.1088/2515-7655/ac483d,https://openalex.org/W4206395892,55,True,https://iopscience.iop.org/article/10.1088/2515-7655/ac483d/pdf,https://doi.org/10.1088/2515-7655/ac483d,Journal of Physics Energy,search_only
Universal growth of perovskite thin monocrystals from high solute flux for sensitive self-driven X-ray detection,2024,10.1038/s41467-024-46712-y,https://openalex.org/W4392880632,55,True,https://www.nature.com/articles/s41467-024-46712-y.pdf,https://doi.org/10.1038/s41467-024-46712-y,Nature Communications,search_only
Graphene oxide as an additive to improve perovskite film crystallization and morphology for high-efficiency solar cells,2018,10.1039/c7ra12049d,https://openalex.org/W2782307159,55,True,https://pubs.rsc.org/en/content/articlepdf/2018/ra/c7ra12049d,https://doi.org/10.1039/c7ra12049d,RSC Advances,search_only
Multimodal Digital X‐ray Scanners with Synchronous Mapping of Tactile Pressure Distributions using Perovskites,2021,10.1002/adma.202008539,https://openalex.org/W3171323719,54,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202008539,https://doi.org/10.1002/adma.202008539,Advanced Materials,search_only
Low‐temperature‐processed metal oxide electron transport layers for efficient planar perovskite solar cells,2021,10.1007/s12598-020-01676-y,https://openalex.org/W3128301057,54,True,https://link.springer.com/content/pdf/10.1007/s12598-020-01676-y.pdf,https://doi.org/10.1007/s12598-020-01676-y,Rare Metals,search_only
Stable and Highly Flexible Perovskite Solar Cells with Power Conversion Efficiency Approaching 20% by Elastic Grain Boundary Encapsulation,2020,10.31635/ccschem.020.202000335,https://openalex.org/W3064170464,54,True,https://www.chinesechemsoc.org/doi/pdf/10.31635/ccschem.020.202000335,https://doi.org/10.31635/ccschem.020.202000335,CCS Chemistry,search_only
Recent progress in perovskite solar cells: the perovskite layer,2020,10.3762/bjnano.11.5,https://openalex.org/W2997763877,54,True,https://www.beilstein-journals.org/bjnano/content/pdf/2190-4286-11-5.pdf,https://doi.org/10.3762/bjnano.11.5,Beilstein Journal of Nanotechnology,search_only
"A Perspective on Perovskite Solar Cells: Emergence, Progress, and Commercialization",2022,10.3389/fchem.2022.802890,https://openalex.org/W4225492233,54,True,https://www.frontiersin.org/articles/10.3389/fchem.2022.802890/pdf,https://doi.org/10.3389/fchem.2022.802890,Frontiers in Chemistry,search_only
Developments on Perovskite Solar Cells (PSCs): A Critical Review,2022,10.3390/app12020672,https://openalex.org/W4206141499,54,True,https://www.mdpi.com/2076-3417/12/2/672/pdf?version=1641887883,https://doi.org/10.3390/app12020672,Applied Sciences,search_only
A General Wet Transferring Approach for Diffusion-Facilitated Space-Confined Grown Perovskite Single-Crystalline Optoelectronic Thin Films,2020,10.1021/acs.nanolett.0c00379,https://openalex.org/W3011140889,54,True,http://ira.lib.polyu.edu.hk/bitstream/10397/100233/1/Ding_General_Wet_Transferring.pdf,http://hdl.handle.net/10397/100233,Nano Letters,search_only
PMMA Thin Film with Embedded Carbon Quantum Dots for Post-Fabrication Improvement of Light Harvesting in Perovskite Solar Cells,2020,10.3390/nano10020291,https://openalex.org/W3005293712,54,True,https://www.mdpi.com/2079-4991/10/2/291/pdf?version=1581232207,https://doi.org/10.3390/nano10020291,Nanomaterials,search_only
Cu/Cu2O nanocomposite films as a p-type modified layer for efficient perovskite solar cells,2018,10.1038/s41598-018-25975-8,https://openalex.org/W2807247491,54,True,https://www.nature.com/articles/s41598-018-25975-8.pdf,https://doi.org/10.1038/s41598-018-25975-8,Scientific Reports,search_only
Progress of interface engineering in perovskite solar cells,2016,10.1007/s40843-016-5094-6,https://openalex.org/W2520006421,54,True,https://link.springer.com/content/pdf/10.1007%2Fs40843-016-5094-6.pdf,https://doi.org/10.1007/s40843-016-5094-6,Science China Materials,search_only
Mixed lead–tin perovskite films with &gt;7 μs charge carrier lifetimes realized by maltol post-treatment,2021,10.1039/d1sc04221a,https://openalex.org/W3202726051,54,True,https://pubs.rsc.org/en/content/articlepdf/2021/sc/d1sc04221a,https://doi.org/10.1039/d1sc04221a,Chemical Science,search_only
Energy Harvesting Under Dim-Light Condition With Dye-Sensitized and Perovskite Solar Cells,2019,10.3389/fchem.2019.00209,https://openalex.org/W2940159174,53,True,https://www.frontiersin.org/articles/10.3389/fchem.2019.00209/pdf,https://doi.org/10.3389/fchem.2019.00209,Frontiers in Chemistry,search_only
Dual-Resistance of Ion Migration and Moisture Erosion via Hydrolytic Crosslinking of Siloxane Functionalized Poly(Ionic Liquids) for Efficient and Stable Perovskite Solar Cells,2022,10.31635/ccschem.022.202201871,https://openalex.org/W4281401772,53,True,,https://doi.org/10.31635/ccschem.022.202201871,CCS Chemistry,search_only
Progress on the Synthesis and Application of CuSCN Inorganic Hole Transport Material in Perovskite Solar Cells,2018,10.3390/ma11122592,https://openalex.org/W2905001091,53,True,https://www.mdpi.com/1996-1944/11/12/2592/pdf?version=1545271740,https://doi.org/10.3390/ma11122592,Materials,search_only
Investigation into the Advantages of Pure Perovskite Film without PbI2 for High Performance Solar Cell,2016,10.1038/srep35994,https://openalex.org/W2543918067,53,True,https://www.nature.com/articles/srep35994.pdf,https://doi.org/10.1038/srep35994,Scientific Reports,search_only
Copper Iodide Interlayer for Improved Charge Extraction and Stability of Inverted Perovskite Solar Cells,2019,10.3390/ma12091406,https://openalex.org/W2943113623,53,True,https://www.mdpi.com/1996-1944/12/9/1406/pdf?version=1556606246,https://doi.org/10.3390/ma12091406,Materials,search_only
Formation of High‐Performance Multi‐Cation Halide Perovskites Photovoltaics by δ‐CsPbI<sub>3</sub>/δ‐RbPbI<sub>3</sub> Seed‐Assisted Heterogeneous Nucleation,2021,10.1002/aenm.202003785,https://openalex.org/W3135946690,53,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202003785,https://doi.org/10.1002/aenm.202003785,Advanced Energy Materials,search_only
Rationally designed universal passivator for high-performance single-junction and tandem perovskite solar cells,2025,10.1038/s41467-025-56068-6,https://openalex.org/W4406447445,53,True,https://www.nature.com/articles/s41467-025-56068-6.pdf,https://doi.org/10.1038/s41467-025-56068-6,Nature Communications,search_only
Exploiting the Transformative Features of Metal Halides for the Synthesis of CsPbBr<sub>3</sub>@SiO<sub>2</sub> Core–Shell Nanocrystals,2021,10.1021/acs.chemmater.1c03749,https://openalex.org/W4200541039,53,True,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.1c03749,https://doi.org/10.1021/acs.chemmater.1c03749,Chemistry of Materials,search_only
Ultra-Bright Near-Infrared Perovskite Light-Emitting Diodes with Reduced Efficiency Roll-off,2018,10.1038/s41598-018-33729-9,https://openalex.org/W2897845457,53,True,https://www.nature.com/articles/s41598-018-33729-9.pdf,https://doi.org/10.1038/s41598-018-33729-9,Scientific Reports,search_only
Dopant engineering for ZnO electron transport layer towards efficient perovskite solar cells,2023,10.1039/d3ra04823c,https://openalex.org/W4388777798,52,True,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04823c,https://doi.org/10.1039/d3ra04823c,RSC Advances,search_only
Direct observation of photoinduced carrier blocking in mixed-dimensional 2D/3D perovskites and the origin,2022,10.1038/s41467-022-33752-5,https://openalex.org/W4306924692,52,True,https://www.nature.com/articles/s41467-022-33752-5.pdf,https://doi.org/10.1038/s41467-022-33752-5,Nature Communications,search_only
High-speed imaging the effect of snap-off distance and squeegee speed on the ink transfer mechanism of screen-printed carbon pastes,2019,10.1007/s11998-019-00291-6,https://openalex.org/W2996297470,52,True,https://link.springer.com/content/pdf/10.1007/s11998-019-00291-6.pdf,https://doi.org/10.1007/s11998-019-00291-6,Journal of Coatings Technology and Research,search_only
Progress towards highly stable and lead-free perovskite solar cells,2018,10.1007/s40243-018-0113-0,https://openalex.org/W2794738851,52,True,https://link.springer.com/content/pdf/10.1007%2Fs40243-018-0113-0.pdf,https://doi.org/10.1007/s40243-018-0113-0,Materials for Renewable and Sustainable Energy,search_only
Modulation of vacancy-ordered double perovskite Cs2SnI6 for air-stable thin-film transistors,2022,10.1016/j.xcrp.2022.100812,https://openalex.org/W4220985379,52,True,https://ars.els-cdn.com/content/image/1-s2.0-S2666386422000820-fx1_lrg.jpg,https://doi.org/10.1016/j.xcrp.2022.100812,Cell Reports Physical Science,search_only
Iodide manipulation using zinc additives for efficient perovskite solar minimodules,2024,10.1038/s41467-024-45649-6,https://openalex.org/W4391821707,52,True,https://www.nature.com/articles/s41467-024-45649-6.pdf,https://doi.org/10.1038/s41467-024-45649-6,Nature Communications,search_only
Manipulating solvent fluidic dynamics for large-area perovskite film-formation and white light-emitting diodes,2024,10.1038/s41467-024-45488-5,https://openalex.org/W4391541150,51,True,https://www.nature.com/articles/s41467-024-45488-5.pdf,https://doi.org/10.1038/s41467-024-45488-5,Nature Communications,search_only
Nanocomposite of nickel oxide nanoparticles and polyethylene oxide as printable hole transport layer for organic solar cells,2019,10.1039/c9se00216b,https://openalex.org/W2938719881,51,True,https://pubs.rsc.org/en/content/articlepdf/2019/se/c9se00216b,https://doi.org/10.1039/c9se00216b,Sustainable Energy & Fuels,search_only
Stretchable alkenamides terminated Ti<sub>3</sub>C<sub>2</sub>T<sub><i>x</i></sub> MXenes to release strain for lattice‐stable mixed‐halide perovskite solar cells with suppressed halide segregation,2023,10.1002/cey2.387,https://openalex.org/W4385644029,51,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.387,https://doi.org/10.1002/cey2.387,Carbon Energy,search_only
Recent Progress in Perovskite Solar Cells: Status and Future,2023,10.3390/coatings13030644,https://openalex.org/W4327948861,51,True,https://www.mdpi.com/2079-6412/13/3/644/pdf?version=1679134097,https://doi.org/10.3390/coatings13030644,Coatings,search_only
One-Dimensional Electron Transport Layers for Perovskite Solar Cells,2017,10.3390/nano7050095,https://openalex.org/W2611631135,51,True,https://www.mdpi.com/2079-4991/7/5/95/pdf?version=1493468282,https://doi.org/10.3390/nano7050095,Nanomaterials,search_only
Mixed-Dimensional Naphthylmethylammonium-Methylammonium Lead Iodide Perovskites with Improved Thermal Stability,2020,10.1038/s41598-019-57015-4,https://openalex.org/W3000214163,51,True,https://www.nature.com/articles/s41598-019-57015-4.pdf,https://doi.org/10.1038/s41598-019-57015-4,Scientific Reports,search_only
"A Review on Recyclable Printed Electronics: Fabrication Methods, Inks, Substrates, Applications and Environmental Impacts",2021,10.20944/preprints202106.0017.v1,https://openalex.org/W3195080483,51,True,https://www.preprints.org/manuscript/202106.0017/v1/download,https://doi.org/10.20944/preprints202106.0017.v1,Preprints.org,search_only
Perovskite-transition metal dichalcogenides heterostructures: recent advances and future perspectives,2022,10.29026/oes.2022.220006,https://openalex.org/W4289823421,51,True,https://www.oejournal.org/data/article/export-pdf?id=62ec90b699d88171c95f55ec,https://doi.org/10.29026/oes.2022.220006,Opto-Electronic Science,search_only
Recent Advances in Quantum Dots for Photocatalytic CO2 Reduction: A Mini-Review,2021,10.3389/fchem.2021.734108,https://openalex.org/W3202848635,51,True,https://www.frontiersin.org/articles/10.3389/fchem.2021.734108/pdf,https://doi.org/10.3389/fchem.2021.734108,Frontiers in Chemistry,search_only
Time‐Resolved Orientation and Phase Analysis of Lead Halide Perovskite Film Annealing Probed by In Situ GIWAXS,2022,10.1002/adom.202102722,https://openalex.org/W4226174257,50,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adom.202102722,https://doi.org/10.1002/adom.202102722,Advanced Optical Materials,search_only
Non-dissipative internal optical filtering with solution-grown perovskite single crystals for full-colour imaging,2017,10.1038/am.2017.163,https://openalex.org/W2752352231,50,True,https://www.nature.com/articles/am2017163.pdf,https://doi.org/10.1038/am.2017.163,NPG Asia Materials,search_only
High Open‐Circuit Voltage Cs<sub>2</sub>AgBiBr<sub>6</sub> Carbon‐Based Perovskite Solar Cells via Green Processing of Ultrasonic Spray‐Coated Carbon Electrodes from Waste Tire Sources,2022,10.1002/cssc.202201590,https://openalex.org/W4294991413,50,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cssc.202201590,https://doi.org/10.1002/cssc.202201590,ChemSusChem,search_only
Role of additives and surface passivation on the performance of perovskite solar cells,2021,10.1007/s40243-021-00206-9,https://openalex.org/W4200057235,50,True,https://link.springer.com/content/pdf/10.1007/s40243-021-00206-9.pdf,https://doi.org/10.1007/s40243-021-00206-9,Materials for Renewable and Sustainable Energy,search_only
Acetonitrile based single step slot-die compatible perovskite ink for flexible photovoltaics,2019,10.1039/c9ra06631d,https://openalex.org/W2984398171,50,True,https://pubs.rsc.org/en/content/articlepdf/2019/ra/c9ra06631d,https://doi.org/10.1039/c9ra06631d,RSC Advances,search_only
Organic cocrystals: the development of ferroelectric properties,2016,10.1007/s40843-016-5049-y,https://openalex.org/W2482637758,49,True,https://link.springer.com/content/pdf/10.1007%2Fs40843-016-5049-y.pdf,https://doi.org/10.1007/s40843-016-5049-y,Science China Materials,search_only
"Recent advances in carbon-based materials for high-performance perovskite solar cells: gaps, challenges and fulfillment",2023,10.1039/d3na00005b,https://openalex.org/W4321209200,49,True,https://pubs.rsc.org/en/content/articlepdf/2023/na/d3na00005b,https://doi.org/10.1039/d3na00005b,Nanoscale Advances,search_only
A multifunctional display based on photo-responsive perovskite light-emitting diodes,2024,10.1038/s41928-024-01151-x,https://openalex.org/W4394691354,49,True,https://www.nature.com/articles/s41928-024-01151-x.pdf,https://doi.org/10.1038/s41928-024-01151-x,Nature Electronics,search_only
Synthesis conditions influencing formation of MAPbBr3 perovskite nanoparticles prepared by the ligand-assisted precipitation method,2020,10.1038/s41598-020-72826-6,https://openalex.org/W3088738423,48,True,https://www.nature.com/articles/s41598-020-72826-6.pdf,https://doi.org/10.1038/s41598-020-72826-6,Scientific Reports,search_only
Strategy for <scp>large‐scale</scp> monolithic <scp>Perovskite</scp>/Silicon tandem solar cell: A review of recent progress,2021,10.1002/eom2.12084,https://openalex.org/W3128126496,48,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eom2.12084,https://doi.org/10.1002/eom2.12084,EcoMat,search_only
In-situ growth of low-dimensional perovskite-based insular nanocrystals for highly efficient light emitting diodes,2023,10.1038/s41377-023-01112-7,https://openalex.org/W4323042685,48,True,https://www.nature.com/articles/s41377-023-01112-7.pdf,https://doi.org/10.1038/s41377-023-01112-7,Light Science & Applications,search_only
Energy Harvesting Materials and Structures for Smart Textile Applications: Recent Progress and Path Forward,2021,10.3390/s21186297,https://openalex.org/W3200605617,48,True,https://www.mdpi.com/1424-8220/21/18/6297/pdf?version=1632144072,https://doi.org/10.3390/s21186297,Sensors,search_only
cPCN-Regulated SnO2 Composites Enables Perovskite Solar Cell with Efficiency Beyond 23%,2021,10.1007/s40820-021-00636-0,https://openalex.org/W3165592914,47,True,https://link.springer.com/content/pdf/10.1007/s40820-021-00636-0.pdf,https://doi.org/10.1007/s40820-021-00636-0,Nano-Micro Letters,search_only
Strategies and methods for fabricating high quality metal halide perovskite thin films for solar cells,2021,10.1016/j.jechem.2021.01.001,https://openalex.org/W3120431823,47,True,https://ars.els-cdn.com/content/image/1-s2.0-S2095495621000140-ga1_lrg.jpg,https://doi.org/10.1016/j.jechem.2021.01.001,Journal of Energy Chemistry,search_only
Halide Homogenization for High-Performance Blue Perovskite Electroluminescence,2020,10.34133/2020/9017871,https://openalex.org/W3113490247,47,True,https://downloads.spj.sciencemag.org/research/2020/9017871.pdf,https://doi.org/10.34133/2020/9017871,Research,search_only
Additive Engineering for Stable and Efficient Dion–Jacobson Phase Perovskite Solar Cells,2023,10.1007/s40820-023-01110-9,https://openalex.org/W4377690876,47,True,https://link.springer.com/content/pdf/10.1007/s40820-023-01110-9.pdf,https://doi.org/10.1007/s40820-023-01110-9,Nano-Micro Letters,search_only
Solubility of Hybrid Halide Perovskites in DMF and DMSO,2021,10.3390/molecules26247541,https://openalex.org/W4200264712,47,True,https://www.mdpi.com/1420-3049/26/24/7541/pdf?version=1639392688,https://doi.org/10.3390/molecules26247541,Molecules,search_only
A route towards the fabrication of large-scale and high-quality perovskite films for optoelectronic devices,2022,10.1038/s41598-022-10790-z,https://openalex.org/W4229015884,47,True,https://www.nature.com/articles/s41598-022-10790-z.pdf,https://doi.org/10.1038/s41598-022-10790-z,Scientific Reports,search_only
Beyond 17% stable perovskite solar module via polaron arrangement of tuned polymeric hole transport layer,2020,10.1016/j.nanoen.2020.105685,https://openalex.org/W3111611631,46,True,https://ars.els-cdn.com/content/image/1-s2.0-S2211285520312581-ga1_lrg.jpg,https://doi.org/10.1016/j.nanoen.2020.105685,Nano Energy,search_only
Green solvent engineering for enhanced performance and reproducibility in printed carbon-based mesoscopic perovskite solar cells and modules,2021,10.1039/d1ma00975c,https://openalex.org/W3217037892,46,True,https://pubs.rsc.org/en/content/articlepdf/2022/ma/d1ma00975c,https://doi.org/10.1039/d1ma00975c,Materials Advances,search_only
Impact of microstructure on the electron–hole interaction in lead halide perovskites,2017,10.1039/c7ee00685c,https://openalex.org/W2616144622,46,True,https://pubs.rsc.org/en/content/articlepdf/2017/ee/c7ee00685c,https://doi.org/10.1039/c7ee00685c,Energy & Environmental Science,search_only
Transamidation of dimethylformamide during alkylammonium lead triiodide film formation for perovskite solar cells,2016,10.1557/jmr.2016.272,https://openalex.org/W2479067080,46,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/431695D526CAA2CFEDC3AA80B16D8F10/S0884291416002727a.pdf/div-class-title-transamidation-of-dimethylformamide-during-alkylammonium-lead-triiodide-film-formation-for-perovskite-solar-cells-div.pdf,https://doi.org/10.1557/jmr.2016.272,Journal of materials research/Pratt's guide to venture capital sources,search_only
"Silicon heterojunction-based tandem solar cells: past, status, and future prospects",2020,10.1515/nanoph-2021-0034,https://openalex.org/W3163794663,45,True,https://www.degruyter.com/document/doi/10.1515/nanoph-2021-0034/pdf,https://doi.org/10.1515/nanoph-2021-0034,Nanophotonics,search_only
Perovskite solar cell technology scaling‐up: Eco‐efficient and industrially compatible sub‐module manufacturing by fully ambient air slot‐die/blade meniscus coating,2023,10.1002/pip.3741,https://openalex.org/W4388210601,45,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pip.3741,https://doi.org/10.1002/pip.3741,Progress in Photovoltaics Research and Applications,search_only
Carrier Blocking Layer Materials and Application in Organic Photodetectors,2021,10.3390/nano11061404,https://openalex.org/W3165588802,45,True,https://www.mdpi.com/2079-4991/11/6/1404/pdf?version=1622022090,https://doi.org/10.3390/nano11061404,Nanomaterials,search_only
Improving Electron Extraction Ability and Device Stability of Perovskite Solar Cells Using a Compatible PCBM/AZO Electron Transporting Bilayer,2018,10.3390/nano8090720,https://openalex.org/W2892372275,45,True,https://www.mdpi.com/2079-4991/8/9/720/pdf?version=1536752871,https://doi.org/10.3390/nano8090720,Nanomaterials,search_only
Chemical Linkage and Passivation at Buried Interface for Thermally Stable Inverted Perovskite Solar Cells with Efficiency over 22%,2022,10.31635/ccschem.022.202202154,https://openalex.org/W4295107396,45,True,,https://doi.org/10.31635/ccschem.022.202202154,CCS Chemistry,search_only
Recent progress of eco-friendly manufacturing process of efficient perovskite solar cells,2023,10.1186/s40580-023-00375-5,https://openalex.org/W4380290539,45,True,https://nanoconvergencejournal.springeropen.com/counter/pdf/10.1186/s40580-023-00375-5,https://doi.org/10.1186/s40580-023-00375-5,Nano Convergence,search_only
Solvent–antisolvent interactions in metal halide perovskites,2023,10.1039/d3cc02090h,https://openalex.org/W4385799310,44,True,https://pubs.rsc.org/en/content/articlepdf/2023/cc/d3cc02090h,https://doi.org/10.1039/d3cc02090h,Chemical Communications,search_only
"Triple-Mesoscopic Carbon Perovskite Solar Cells: Materials, Processing and Applications",2021,10.3390/en14020386,https://openalex.org/W3119765560,43,True,https://www.mdpi.com/1996-1073/14/2/386/pdf?version=1610523717,https://doi.org/10.3390/en14020386,Energies,search_only
Template‐Assisted Formation of High‐Quality α‐Phase HC(NH<sub>2</sub>)<sub>2</sub>PbI<sub>3</sub> Perovskite Solar Cells,2019,10.1002/advs.201901591,https://openalex.org/W2972755303,43,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201901591,https://doi.org/10.1002/advs.201901591,Advanced Science,search_only
Controlling Homogenous Spherulitic Crystallization for High‐Efficiency Planar Perovskite Solar Cells Fabricated under Ambient High‐Humidity Conditions,2019,10.1002/smll.201904422,https://openalex.org/W2982149359,43,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.201904422,https://doi.org/10.1002/smll.201904422,Small,search_only
Recent Advances in Colloidal Quantum Dots or Perovskite Quantum Dots as a Luminescent Downshifting Layer Embedded on Solar Cells,2022,10.3390/nano12060985,https://openalex.org/W4220758836,43,True,https://www.mdpi.com/2079-4991/12/6/985/pdf?version=1647439494,https://doi.org/10.3390/nano12060985,Nanomaterials,search_only
Performance optimization of LSCF/Gd:CeO2 composite cathodes via single-step inkjet printing infiltration,2017,10.1007/s10800-017-1066-1,https://openalex.org/W2603171350,43,True,https://link.springer.com/content/pdf/10.1007%2Fs10800-017-1066-1.pdf,https://doi.org/10.1007/s10800-017-1066-1,Journal of Applied Electrochemistry,search_only
High Quality Inkjet Printed‐Emissive Nanocrystalline Perovskite CsPbBr<sub>3</sub> Layers for Color Conversion Layer and LEDs Applications,2022,10.1002/admt.202101525,https://openalex.org/W4210415694,43,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202101525,https://doi.org/10.1002/admt.202101525,Advanced Materials Technologies,search_only
Developing near-infrared quantum-dot light-emitting diodes to mimic synaptic plasticity,2019,10.1007/s40843-019-9437-9,https://openalex.org/W2947822867,42,True,https://link.springer.com/content/pdf/10.1007/s40843-019-9437-9.pdf,https://doi.org/10.1007/s40843-019-9437-9,Science China Materials,search_only
Rational adjustment to interfacial interaction with carbonized polymer dots enabling efficient large-area perovskite light-emitting diodes,2023,10.1038/s41377-023-01150-1,https://openalex.org/W4376643032,42,True,https://www.nature.com/articles/s41377-023-01150-1.pdf,https://doi.org/10.1038/s41377-023-01150-1,Light Science & Applications,search_only
Recent developments in perovskite-based precursor inks for scalable architectures of perovskite solar cell technology,2022,10.1039/d2se00162d,https://openalex.org/W4285206697,42,True,https://pubs.rsc.org/en/content/articlepdf/2022/se/d2se00162d,https://doi.org/10.1039/d2se00162d,Sustainable Energy & Fuels,search_only
Recent Advances and Challenges in Thin-Film Fabrication Techniques for Low-Temperature Solid Oxide Fuel Cells,2023,10.3390/cryst13071008,https://openalex.org/W4382068545,42,True,https://www.mdpi.com/2073-4352/13/7/1008/pdf?version=1687758356,https://doi.org/10.3390/cryst13071008,Crystals,search_only
Naphthalene imide dimer as interface engineering material: An efficient strategy for achieving high-performance perovskite solar cells,2020,10.1016/j.cej.2020.125062,https://openalex.org/W3015684724,41,True,https://www.sciencedirect.com/science/article/pii/S1385894720310548,https://doi.org/10.1016/j.cej.2020.125062,Chemical Engineering Journal,search_only
Recent Progress in 2D/3D Multidimensional Metal Halide Perovskites Solar Cells,2020,10.3389/fmats.2020.601179,https://openalex.org/W3096768301,41,True,https://www.frontiersin.org/articles/10.3389/fmats.2020.601179/pdf,https://doi.org/10.3389/fmats.2020.601179,Frontiers in Materials,search_only
Room temperature nanoparticulate interfacial layers for perovskite solar cells <i>via</i> solvothermal synthesis,2017,10.1039/c7ta03802j,https://openalex.org/W2750740571,41,True,https://pubs.rsc.org/en/content/articlepdf/2017/ta/c7ta03802j,https://doi.org/10.1039/c7ta03802j,Journal of Materials Chemistry A,search_only
Strategies for High-Performance Large-Area Perovskite Solar Cells toward Commercialization,2021,10.3390/cryst11030295,https://openalex.org/W3138752466,41,True,https://www.mdpi.com/2073-4352/11/3/295/pdf?version=1616053873,https://doi.org/10.3390/cryst11030295,Crystals,search_only
Graphene-engineered automated sprayed mesoscopic structure for perovskite device scaling-up,2018,10.1088/2053-1583/aad983,https://openalex.org/W2887422552,40,True,https://iopscience.iop.org/article/10.1088/2053-1583/aad983/pdf,https://doi.org/10.1088/2053-1583/aad983,2D Materials,search_only
Mixed-halide perovskite synthesis by chemical reaction and crystal nucleation under an optical potential,2019,10.1038/s41427-019-0131-0,https://openalex.org/W2954733184,40,True,https://www.nature.com/articles/s41427-019-0131-0.pdf,https://doi.org/10.1038/s41427-019-0131-0,NPG Asia Materials,search_only
Toward high‐efficiency stable 2D/3D perovskite solar cells by incorporating multifunctional CNT:TiO<sub>2</sub> additives into 3D perovskite layer,2022,10.1002/eom2.12166,https://openalex.org/W4206379827,40,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eom2.12166,https://doi.org/10.1002/eom2.12166,EcoMat,search_only
"Novel Materials in Perovskite Solar Cells: Efficiency, Stability, and Future Perspectives",2023,10.3390/nano13111724,https://openalex.org/W4378227681,40,True,https://www.mdpi.com/2079-4991/13/11/1724/pdf?version=1684994008,https://doi.org/10.3390/nano13111724,Nanomaterials,search_only
Using Soft Polymer Template Engineering of Mesoporous TiO<sub>2</sub> Scaffolds to Increase Perovskite Grain Size and Solar Cell Efficiency,2020,10.1021/acsami.0c02248,https://openalex.org/W3014191866,40,True,https://pubs.acs.org/doi/pdf/10.1021/acsami.0c02248,https://doi.org/10.1021/acsami.0c02248,ACS Applied Materials & Interfaces,search_only
